,date,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,lat,long,sqft_living15,zipcode_98001,zipcode_98002,zipcode_98003,zipcode_98004,zipcode_98005,zipcode_98006,zipcode_98007,zipcode_98008,zipcode_98010,zipcode_98011,zipcode_98014,zipcode_98019,zipcode_98022,zipcode_98023,zipcode_98024,zipcode_98027,zipcode_98028,zipcode_98029,zipcode_98030,zipcode_98031,zipcode_98032,zipcode_98033,zipcode_98034,zipcode_98038,zipcode_98039,zipcode_98040,zipcode_98042,zipcode_98045,zipcode_98052,zipcode_98053,zipcode_98055,zipcode_98056,zipcode_98058,zipcode_98059,zipcode_98065,zipcode_98070,zipcode_98072,zipcode_98074,zipcode_98075,zipcode_98077,zipcode_98092,zipcode_98102,zipcode_98103,zipcode_98105,zipcode_98106,zipcode_98107,zipcode_98108,zipcode_98109,zipcode_98112,zipcode_98115,zipcode_98116,zipcode_98117,zipcode_98118,zipcode_98119,zipcode_98122,zipcode_98125,zipcode_98126,zipcode_98133,zipcode_98136,zipcode_98144,zipcode_98146,zipcode_98148,zipcode_98155,zipcode_98166,zipcode_98168,zipcode_98177,zipcode_98178,zipcode_98188,zipcode_98198,zipcode_98199
2117,-0.4772633297389707,1.529320896774116,1.7692367418440096,1.7872915697757565,-0.9917268077613015,-0.07316642884631501,3.804439828134494,-0.584101505422321,0.0685219381521121,2.7226880050254323,-0.12033820793702477,0.1490762444424582,0.9524378236500978,0.7918438399754774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20593,-1.4297982015478934,0.7415270432095051,0.4769187015533407,-0.8730161535550555,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.2844671695388796,0.8033841732730315,1.1910743890676811,1.527454469180161,0.3347131619175874,1.8575417950388777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,-0.9182516963171756,0.7415270432095051,-0.16924031859199376,-0.5927197298758307,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.9733278039762865,1.4130453904179117,-1.5620157267100938,0.3507372432373037,-0.6430086087000845,-0.5670457280899034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7810,0.7839633986746957,-0.27411587868303544,-0.492319828664661,-0.10223816938710757,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.04431302051492239,-0.6417387118111292,-0.25630866989336315,-1.6000980103375273,-0.4835990408320973,-0.7912421723974759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,-0.12447263647640665,0.7415270432095051,-0.16924031859199376,-0.533776472946475,2.125235060309875,-0.07316642884631501,-0.2912228882201577,2.200886433955257,0.6906025838309647,-0.6417387118111292,-1.8750348422871528,0.06089473242462592,-1.1972432869305203,-0.19719441112860714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,1.2161319979213365,-0.27411587868303544,-1.4615583588826626,0.3435169421364404,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.4714246352600059,-0.6417387118111292,0.21838253237285637,-1.5176988925503592,0.22370926420178822,-0.3950726769858952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19710,-1.288681924242868,1.529320896774116,1.7692367418440096,-0.5160383646799329,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.5684776152531925,-0.6417387118111292,1.390565459582754,1.0272773682265903,0.6886351387832429,1.4071100178568032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16653,0.6869459580274906,-0.27411587868303544,-0.16924031859199376,0.24829014035985889,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.8680263482866896,-0.054657539745688946,0.2859211525707945,-2.205803806000974,-0.6568688934871216,-0.14537263163139813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,-1.0593679736222013,-1.7055841784446595,-1.4615583588826626,-0.33253171538831255,-0.9917268077613015,-0.07316642884631501,1.073998017231393,0.9843223654216801,-1.9492925464535127,0.35178327168423124,-1.7357341998804074,0.8776579175078241,-0.01906109098896822,0.8169755295681362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12927,1.0485564186216187,0.7415270432095051,0.4769187015533407,-0.12212682016000966,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,0.5064686320290048,-0.6417387118111292,-0.29034455501806156,1.2809799150975665,-0.843960557835453,0.25546479002631123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10680,0.6252075867065419,0.7415270432095051,0.4769187015533407,-0.35127034774092075,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.8670954902961314,-0.6417387118111292,1.3241345803573683,-2.048233563215019,-0.5875652029104701,0.7306737519479775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146,1.5424633891892083,-0.27411587868303544,0.4769187015533407,2.8615667611368445,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,1.582884875230412,-0.6417387118111292,0.6561684098237974,-1.7034583072108784,0.806641979946843,0.3297068910454917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,0.9338994433112854,-0.27411587868303544,-1.4615583588826626,0.2851667375492029,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.5780126627557969,-0.6417387118111292,-1.0435533979045302,0.02403196920406553,2.196192818711932,-0.8770113724648317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13961,-1.7120307561579446,0.7415270432095051,-0.492319828664661,-0.533776472946475,0.15865107699609787,-0.07316642884631501,2.4392189226829437,-0.584101505422321,0.17613718965126046,0.7130639929552715,-1.805348225964557,0.832844362220075,-1.017156765722165,0.3443419974188768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7641,1.0573761859531827,-1.7055841784446595,-1.4615583588826626,-0.04648006811809037,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.9733278039762865,-0.6417387118111292,-0.5632574774188611,-0.12992427718775015,-1.2734222211798774,-0.24990715299018706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14830,-0.9094319289856115,-0.27411587868303544,0.4769187015533407,0.12039987921642384,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.3201736678718796,-0.6417387118111292,0.6561684098237974,-2.653216559599658,1.5567164849008097,-0.5279872513055379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820,1.2955099039054134,0.7415270432095051,0.4769187015533407,0.20155424413966425,-0.9917268077613015,-0.07316642884631501,5.169660733586045,-0.584101505422321,0.6286657588107476,3.671049898361913,0.18458760927706142,1.4826409138924632,-0.3033608113797443,1.171143697430488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12849,-0.6271993743755604,0.7415270432095051,1.1230777216986751,1.6370706375311281,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,0.8057310518529622,2.429147418992712,-0.052456577928125275,-0.66768694064074,1.3552423922620016,1.6453695687294159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5275,0.634027354038106,-1.7055841784446595,-1.4615583588826626,-0.7043680954791353,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-1.8846560275234083,0.2388830462870312,-1.7357341998804074,0.7670696278460916,-0.7885302958786712,0.270457724370432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14279,1.1102947899425675,-1.7055841784446595,-0.492319828664661,-0.2786776076669925,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-1.1292459827867727,0.7130639929552715,-1.0435533979045302,-0.0627039442561521,-0.6499387794254545,-0.9652490869019504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,1.1543936266003878,-0.27411587868303544,-0.492319828664661,0.36122227767012216,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.4888536684570229,0.6001637675580713,0.45446968831384366,-1.6853883252399762,-0.3241594863352785,-0.011316352229198528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19018,0.9956378146322341,0.7415270432095051,0.1538391914806735,0.038863060273972926,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,2.200886433955257,0.8942867102084573,-0.6417387118111292,-0.22229011023902417,0.4577115365049482,0.6331081921787257,0.053575995194615096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21135,1.0485564186216187,-1.7055841784446595,-0.8153993387373282,-1.4813733786888519,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-1.6716006816989064,-0.6417387118111292,1.2243642821584808,-0.0627039442561521,-1.051791760773758,-1.8697584046716476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12498,-1.6855714541632525,-0.27411587868303544,0.1538391914806735,-0.09761885817189317,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.04431302051492239,-0.6417387118111292,0.6225942021355724,-1.3832582266871116,0.8274684222419895,-0.6265825301105244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5360,0.7927831660062598,0.7415270432095051,1.7692367418440096,-0.47992236522515697,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.4650488075940262,-0.6417387118111292,1.0577487408613804,0.26400132977718876,1.653996983240339,1.417416074497562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,-0.8476935576646629,0.7415270432095051,1.1230777216986751,-0.09717285227139079,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,2.200886433955257,-0.9518828129798331,1.4356254354973517,-0.7001330173256496,-0.4226579851158113,-0.37962012451603205,-0.7492408448482469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
468,-0.6183796070439963,-0.27411587868303544,-0.16924031859199376,1.3687815955716878,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,0.3654093806827846,0.14856286596927115,-0.8372894718263367,-0.5563758517002001,-0.7469552203578136,-0.1798229824283338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13226,0.7927831660062598,-1.7055841784446595,-1.4615583588826626,-0.5249812849422225,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-1.8846560275234083,-0.6417387118111292,-1.527326154689133,-0.17329223391783327,-1.1349099749434892,-2.6532104460034964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11254,0.369434334091183,-0.27411587868303544,-0.16924031859199376,-0.8963760606045079,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.08807791676913201,1.0517646691468716,-2.4703234537316736,0.2878537059787037,-0.6430086087000845,-0.21466482286269872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,1.0485564186216187,-0.27411587868303544,-0.16924031859199376,0.682534246934298,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.6146553893790663,0.2614630913664712,0.3871012763610537,1.1393112564459889,0.11271990221333797,-0.37654664500940116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,0.281236660775542,0.7415270432095051,0.7999982116260079,0.689042419927506,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,1.03477797301232,4.664571881857274,-0.25630866989336315,0.590706603810427,-0.06760681884603337,2.3046034611588877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
